timestamp,cpu_usage,memory_usage
2026-02-27 13:17:05.372209,22.29,50.17
2026-02-27 13:17:07.373887,66.0,61.8
2026-02-27 13:17:09.375153,59.63,74.05
2026-02-27 13:17:11.379182,34.28,49.75
2026-02-27 13:17:13.380129,47.8,51.27
2026-02-27 13:17:15.381804,68.04,46.47
2026-02-27 13:17:17.382798,36.73,94.34
2026-02-27 13:17:19.383919,33.92,90.46
2026-02-27 13:17:21.386578,80.09,64.3
2026-02-27 13:17:23.388239,64.54,49.45
2026-02-27 13:17:25.389510,40.85,71.96
2026-02-27 13:17:27.416333,65.71,76.43
2026-02-27 13:17:29.419273,81.23,80.03
2026-02-27 13:17:31.420195,38.78,93.96
2026-02-27 13:17:33.421349,20.88,91.85
2026-02-27 13:17:35.423062,47.22,30.49
2026-02-27 13:17:37.424555,44.7,42.89
2026-02-27 13:17:39.425598,65.59,64.86
2026-02-27 13:17:41.426797,72.89,38.05
2026-02-27 13:17:43.428074,47.29,65.94
2026-02-27 13:17:45.429324,82.58,45.02
2026-02-27 13:17:47.430514,62.26,47.98
2026-02-27 13:17:49.431518,30.0,90.86
2026-02-27 13:17:51.432253,54.32,56.4
2026-02-27 13:17:53.432952,61.55,32.14
2026-02-27 13:17:55.434668,40.35,78.85
2026-02-27 13:17:57.435587,38.65,68.79
2026-02-27 13:17:59.436839,22.87,67.11
2026-02-27 13:18:01.438312,85.04,36.66
2026-02-27 13:18:03.439129,23.21,36.3
2026-02-27 13:18:05.440002,33.84,76.18
2026-02-27 13:18:07.440966,25.88,61.53
2026-02-27 13:18:09.442533,42.27,47.67
2026-02-27 13:18:11.443539,34.14,86.63
2026-02-27 13:18:13.444788,63.52,91.48
2026-02-27 13:18:15.445957,63.19,37.52
2026-02-27 13:18:17.447279,29.87,42.52
2026-02-27 13:18:19.449147,61.53,42.16
2026-02-27 13:18:21.450264,26.63,60.29
2026-02-27 13:18:23.451793,20.15,86.58
2026-02-27 13:18:25.452863,82.4,87.18
2026-02-27 13:18:27.454003,33.35,85.57
2026-02-27 13:18:29.454945,69.16,42.94
2026-02-27 13:18:31.455935,50.19,37.06
2026-02-27 13:18:33.457585,20.19,89.14
2026-02-27 13:18:35.458999,87.08,89.79
2026-02-27 13:18:37.459941,80.33,78.66
2026-02-27 13:18:39.461474,51.28,65.7
2026-02-27 13:18:41.462297,58.6,82.6
2026-02-27 13:18:43.463951,23.5,71.37
2026-02-27 13:18:45.465926,49.27,49.56
2026-02-27 13:18:47.467319,42.57,35.6
2026-02-27 13:18:49.468970,84.76,76.81
2026-02-27 13:18:51.470528,36.06,50.2
2026-02-27 13:18:53.471510,80.86,64.83
2026-02-27 13:18:55.472733,65.18,70.78
2026-02-27 13:18:57.473879,29.51,85.16
2026-02-27 13:18:59.475084,35.19,41.98
2026-02-27 13:19:01.476169,39.44,46.74
2026-02-27 13:19:03.477407,33.73,65.12
2026-02-27 13:19:05.478740,69.64,64.2
2026-02-27 13:19:07.479553,60.49,78.41
2026-02-27 13:19:09.480655,45.57,48.6
2026-02-27 13:19:11.481612,77.27,54.5
2026-02-27 13:19:13.483484,76.28,73.91
2026-02-27 13:19:15.484532,47.03,33.2
2026-02-27 13:19:17.487756,54.01,49.18
2026-02-27 13:19:19.489254,22.31,85.26
2026-02-27 13:19:21.490938,64.92,92.07
2026-02-27 13:19:23.492764,53.13,46.9
2026-02-27 13:19:25.493903,86.86,46.63
2026-02-27 13:19:27.496331,23.05,57.97
2026-02-27 13:19:29.497671,88.12,40.24
2026-02-27 13:19:31.498634,67.26,64.58
2026-02-27 13:19:33.500590,50.88,63.54
2026-02-27 13:19:35.502663,49.9,56.34
2026-02-27 13:19:37.503940,86.22,91.61
2026-02-27 13:19:39.504879,80.76,91.36
2026-02-27 13:19:41.506009,80.26,48.86
2026-02-27 13:19:43.507118,32.2,50.31
2026-02-27 13:19:45.508806,89.74,51.54
2026-02-27 13:19:47.509421,79.09,69.83
2026-02-27 13:19:49.511564,59.49,35.57
2026-02-27 13:19:51.512723,21.54,61.83
2026-02-27 13:19:53.513973,64.86,38.63
2026-02-27 13:19:55.515066,74.11,36.83
2026-02-27 13:19:57.516138,63.4,51.47
2026-02-27 13:19:59.517438,64.04,65.82
2026-02-27 13:20:01.519291,64.7,54.84
2026-02-27 13:20:03.520579,78.37,52.9
2026-02-27 13:20:05.521729,63.93,38.62
2026-02-27 13:20:07.522763,28.25,80.89
2026-02-27 13:20:09.523796,68.01,77.43
2026-02-27 13:20:11.524836,37.63,73.05
2026-02-27 13:20:13.525936,30.69,44.01
2026-02-27 13:20:15.527039,64.91,38.0
2026-02-27 13:20:17.528122,79.74,44.78
2026-02-27 13:20:19.529169,55.32,81.51
2026-02-27 13:20:21.530878,69.78,48.82
2026-02-27 13:20:23.532147,61.17,71.15
2026-02-27 13:20:25.535187,40.22,88.97
2026-02-27 13:20:27.537105,39.71,33.37
2026-02-27 13:20:29.538021,68.67,50.88
2026-02-27 13:20:31.539428,88.99,73.95
2026-02-27 13:20:33.543870,38.01,48.33
2026-02-27 13:20:35.548963,69.2,42.75
2026-02-27 13:20:37.550230,89.87,68.75
2026-02-27 13:20:39.551663,50.52,66.92
2026-02-27 13:20:41.552951,82.58,35.19
2026-02-27 13:20:43.554121,85.28,70.09
2026-02-27 13:20:45.563034,64.81,87.33
2026-02-27 13:20:47.566268,20.58,88.52
2026-02-27 13:20:49.569777,57.24,68.06
2026-02-27 13:20:51.570828,86.22,77.05
2026-02-27 13:20:53.571923,50.74,64.14
2026-02-27 13:20:55.572815,60.63,31.84
2026-02-27 13:20:57.573809,38.34,30.75
2026-02-27 13:20:59.574928,71.75,80.91
2026-02-27 13:21:01.576284,33.25,50.04
2026-02-27 13:21:03.577424,81.98,80.09
2026-02-27 13:21:05.578492,69.31,60.84
2026-02-27 13:21:07.579902,43.32,67.59
2026-02-27 13:21:09.581815,59.04,38.12
2026-02-27 13:21:11.582805,21.23,82.52
2026-02-27 13:21:13.597046,69.26,84.82
2026-02-27 13:21:15.604678,71.15,93.21
2026-02-27 13:21:17.606056,24.54,34.11
2026-02-27 13:21:19.606998,70.65,46.03
2026-02-27 13:21:21.609108,52.3,59.35
2026-02-27 13:21:23.610760,25.35,93.73
2026-02-27 13:21:25.612669,83.74,79.09
2026-02-27 13:21:27.613759,84.99,61.82
2026-02-27 13:21:29.614855,39.17,32.93
2026-02-27 13:21:31.616173,59.84,72.39
2026-02-27 13:21:33.617784,85.8,47.72
2026-02-27 13:21:35.619246,86.76,76.81
2026-02-27 13:21:37.620180,55.81,40.42
2026-02-27 13:21:39.621219,63.65,63.27
2026-02-27 13:21:41.622176,31.05,72.61
2026-02-27 13:21:43.623806,57.97,37.33
2026-02-27 13:21:45.625000,66.48,64.41
2026-02-27 13:21:47.626035,29.94,33.59
2026-02-27 13:21:49.628173,22.36,71.51
2026-02-27 13:21:51.629322,77.07,63.93
2026-02-27 13:21:53.631122,34.32,50.95
2026-02-27 13:21:55.632246,45.44,84.78
2026-02-27 13:21:57.633400,60.48,69.47
2026-02-27 13:21:59.634622,61.01,67.47
2026-02-27 13:22:01.636100,83.4,37.41
2026-02-27 13:22:03.637536,88.85,52.39
2026-02-27 13:22:05.638652,53.48,81.92
2026-02-27 13:22:07.640411,67.45,84.95
2026-02-27 13:22:09.641807,89.61,37.04
2026-02-27 13:22:11.642613,29.22,68.82
2026-02-27 13:22:13.644023,55.24,94.0
2026-02-27 13:22:15.644796,81.22,83.62
2026-02-27 13:22:17.645637,48.92,85.04
2026-02-27 13:22:19.647407,22.5,76.99
2026-02-27 13:22:21.648416,34.08,37.75
2026-02-27 13:22:23.649661,50.52,64.48
2026-02-27 13:22:25.650822,43.01,33.61
2026-02-27 13:22:27.653030,28.25,42.08
2026-02-27 13:22:29.654834,51.91,79.16
2026-02-27 13:22:31.655806,56.77,66.48
2026-02-27 13:22:33.656749,81.04,92.54
2026-02-27 13:22:35.658061,40.52,51.44
2026-02-27 13:22:37.659294,56.32,78.53
2026-02-27 13:22:39.660235,76.81,47.57
2026-02-27 13:22:41.663444,89.88,54.31
2026-02-27 13:22:43.689125,58.52,92.24
2026-02-27 13:22:45.691933,32.22,77.7
2026-02-27 13:22:47.693008,41.76,82.67
2026-02-27 13:22:49.693998,64.35,62.36
2026-02-27 13:22:51.695791,33.96,54.09
2026-02-27 13:22:53.696793,54.59,44.48
2026-02-27 13:22:55.697636,79.8,80.97
2026-02-27 13:22:57.698579,75.75,30.8
2026-02-27 13:22:59.699685,83.38,82.73
2026-02-27 13:23:01.701377,55.56,50.48
2026-02-27 13:23:03.702655,29.33,76.82
2026-02-27 13:23:05.703497,75.88,35.94
2026-02-27 13:23:07.705069,22.17,32.72
2026-02-27 13:23:09.709957,64.2,30.71
2026-02-27 13:23:11.723570,76.64,42.71
2026-02-27 13:23:13.724775,37.35,69.51
2026-02-27 13:23:15.726453,73.72,70.61
2026-02-27 13:23:17.728367,33.3,83.27
2026-02-27 13:23:19.729365,46.45,50.01
2026-02-27 13:23:21.730666,31.51,56.21
2026-02-27 13:23:23.733158,65.17,46.98
2026-02-27 13:23:25.734191,60.19,39.92
2026-02-27 13:23:27.735340,41.98,41.78
2026-02-27 13:23:29.736325,54.43,40.58
2026-02-27 13:23:31.737976,36.16,54.98
2026-02-27 13:23:33.739304,33.83,51.4
2026-02-27 13:23:35.740918,88.8,90.22
2026-02-27 13:23:37.746559,44.3,50.38
2026-02-27 13:23:39.748247,26.39,56.68
2026-02-27 13:23:41.749857,34.7,51.28
2026-02-27 13:23:43.750954,35.71,36.84
2026-02-27 13:23:45.751802,82.69,60.36
2026-02-27 13:23:47.752842,58.1,64.69
2026-02-27 13:23:49.754035,38.96,62.25
2026-02-27 13:23:51.755451,23.05,62.79
2026-02-27 13:23:53.756417,66.42,39.76
2026-02-27 13:23:55.757420,77.52,82.1
2026-02-27 13:23:57.758569,22.15,62.7
2026-02-27 13:23:59.759771,65.67,45.22
2026-02-27 13:24:01.761366,88.13,48.12
2026-02-27 13:24:03.762681,21.23,91.87
2026-02-27 13:24:05.763944,58.97,75.96
2026-02-27 13:24:07.765115,46.21,36.83
2026-02-27 13:24:09.766370,80.21,63.83
2026-02-27 13:24:11.767306,40.56,88.01
2026-02-27 13:24:13.769138,82.5,50.62
2026-02-27 13:24:15.770311,66.78,35.9
2026-02-27 13:24:17.771124,45.42,30.8
2026-02-27 13:24:19.772046,44.68,57.3
2026-02-27 13:24:21.775981,37.73,78.46
2026-02-27 13:24:23.784468,85.58,91.14
2026-02-27 13:24:25.785619,86.88,37.46
2026-02-27 13:24:27.786778,72.79,60.93
2026-02-27 13:24:29.787581,74.04,83.07
2026-02-27 13:24:31.788488,85.87,89.29
2026-02-27 13:24:33.789559,74.15,85.54
2026-02-27 13:24:35.790584,43.01,45.16
2026-02-27 13:24:37.791818,56.96,86.67
2026-02-27 13:24:39.793164,36.63,37.84
2026-02-27 13:24:41.794335,85.6,44.57
2026-02-27 13:24:43.795316,21.26,40.8
2026-02-27 13:24:45.797016,73.49,90.85
2026-02-27 13:24:47.798231,24.22,70.9
2026-02-27 13:24:49.799929,52.81,54.56
2026-02-27 13:24:51.801482,80.54,79.35
2026-02-27 13:24:53.803972,83.18,73.76
2026-02-27 13:24:55.805217,89.26,78.09
2026-02-27 13:24:57.806981,87.62,53.97
2026-02-27 13:24:59.807925,23.05,42.13
2026-02-27 13:25:01.809236,50.89,33.78
2026-02-27 13:25:03.810512,41.64,66.81
2026-02-27 13:25:05.811464,45.9,60.4
2026-02-27 13:25:07.812368,41.45,56.75
2026-02-27 13:25:09.814104,24.31,73.81
2026-02-27 13:25:11.816954,25.41,53.71
2026-02-27 13:25:13.817929,70.77,74.03
2026-02-27 13:25:15.819114,84.41,44.96
2026-02-27 13:25:17.820117,53.07,88.75
2026-02-27 13:25:19.821667,35.4,71.04
2026-02-27 13:25:21.822986,52.56,38.76
2026-02-27 13:25:23.825157,52.43,64.06
2026-02-27 13:25:25.828698,67.07,73.11
2026-02-27 13:25:27.830261,30.39,79.63
2026-02-27 13:25:29.831699,69.82,45.74
2026-02-27 13:25:31.832708,49.6,45.15
2026-02-27 13:25:33.833843,43.24,36.76
2026-02-27 13:25:35.835396,38.54,56.41
2026-02-27 13:25:37.836547,50.61,74.93
2026-02-27 13:25:39.837951,79.86,33.85
2026-02-27 13:25:41.839314,53.17,80.5
2026-02-27 13:25:43.841812,89.21,58.56
2026-02-27 13:25:45.842605,33.67,91.15
2026-02-27 13:25:47.844379,32.36,59.41
2026-02-27 13:25:49.845363,40.97,69.14
2026-02-27 13:25:51.846130,39.21,45.39
2026-02-27 13:25:53.848775,27.82,33.36
2026-02-27 13:25:55.853326,39.08,74.09
2026-02-27 13:25:57.857009,44.55,71.78
2026-02-27 13:25:59.858619,79.71,44.4
2026-02-27 13:26:01.861272,35.68,89.52
2026-02-27 13:26:03.874560,23.35,79.89
2026-02-27 13:26:05.875431,53.05,84.51
2026-02-27 13:26:07.876522,27.99,83.31
2026-02-27 13:26:09.877625,23.85,62.41
2026-02-27 13:26:11.879151,56.78,76.92
2026-02-27 13:26:13.880478,34.66,55.69
2026-02-27 13:26:15.881794,59.51,53.86
2026-02-27 13:26:17.883003,44.22,92.15
2026-02-27 13:26:19.884090,59.67,30.13
2026-02-27 13:26:21.885767,59.82,76.9
2026-02-27 13:26:23.900726,27.56,87.99
2026-02-27 13:26:25.902084,82.4,42.57
2026-02-27 13:26:27.902943,27.03,32.5
2026-02-27 13:26:29.903792,43.83,89.14
2026-02-27 13:26:31.904865,54.3,57.9
2026-02-27 13:26:33.905937,39.11,46.48
2026-02-27 13:26:35.906963,76.51,77.56
2026-02-27 13:26:37.908084,61.94,50.15
2026-02-27 13:26:39.909242,59.15,75.01
2026-02-27 13:26:41.910183,32.06,78.5
2026-02-27 13:26:43.911063,73.81,83.13
2026-02-27 13:26:45.911862,43.21,55.27
2026-02-27 13:26:47.913138,25.37,90.25
2026-02-27 13:26:49.914606,70.66,87.19
2026-02-27 13:26:51.917325,59.07,56.51
2026-02-27 13:26:53.918268,50.88,70.42
2026-02-27 13:26:55.919021,25.04,89.17
2026-02-27 13:26:57.920047,83.43,44.92
2026-02-27 13:26:59.921689,52.53,85.05
2026-02-27 13:27:01.922878,53.73,66.71
2026-02-27 13:27:03.924716,61.56,87.83
2026-02-27 13:27:05.925588,31.82,35.92
2026-02-27 13:27:07.926412,83.27,89.89
2026-02-27 13:27:09.928035,72.9,39.83
2026-02-27 13:27:11.929026,43.9,58.39
2026-02-27 13:27:13.930153,24.42,59.15
2026-02-27 13:27:15.931257,61.52,57.74
2026-02-27 13:27:17.946798,76.42,45.48
2026-02-27 13:27:19.980056,80.5,79.08
2026-02-27 13:27:21.981249,87.31,58.96
2026-02-27 13:27:23.982910,22.03,46.5
2026-02-27 13:27:25.983899,81.39,36.55
2026-02-27 13:27:27.985066,30.4,69.67
2026-02-27 13:27:29.986740,26.45,45.65
2026-02-27 13:27:31.987734,85.48,87.65
2026-02-27 13:27:33.988818,37.42,67.39
2026-02-27 13:27:35.990015,53.36,88.21
2026-02-27 13:27:37.990897,38.01,50.03
2026-02-27 13:27:39.992101,68.65,32.01
2026-02-27 13:27:41.993536,66.54,31.31
2026-02-27 13:27:43.995107,26.81,86.02
2026-02-27 13:27:45.996642,36.64,71.77
2026-02-27 13:27:47.997736,81.93,49.65
2026-02-27 13:27:49.998926,32.06,75.91
2026-02-27 13:27:52.004423,29.94,30.88
2026-02-27 13:27:54.006076,85.87,35.88
2026-02-27 13:27:56.009932,79.77,88.53
2026-02-27 13:27:58.017571,65.06,92.02
2026-02-27 13:28:00.019244,35.24,71.64
2026-02-27 13:28:02.020885,84.8,42.41
2026-02-27 13:28:04.022739,70.87,88.31
2026-02-27 13:28:06.023662,78.73,62.12
2026-02-27 13:28:08.024657,63.84,74.17
2026-02-27 13:28:10.026066,89.7,73.44
2026-02-27 13:28:12.027174,88.93,88.44
2026-02-27 13:28:14.028570,50.46,89.1
2026-02-27 13:28:16.029795,66.98,41.22
2026-02-27 13:28:18.031074,40.54,60.28
2026-02-27 13:28:20.032038,62.8,92.03
2026-02-27 13:28:22.033140,38.33,42.8
2026-02-27 13:28:24.034743,41.89,72.73
2026-02-27 13:28:26.036054,83.32,73.11
2026-02-27 13:28:28.037159,73.59,50.92
2026-02-27 13:28:30.038433,24.7,88.05
2026-02-27 13:28:32.041602,25.07,51.58
2026-02-27 13:28:34.044277,56.19,88.28
2026-02-27 13:28:36.045766,21.9,48.51
2026-02-27 13:28:38.046893,89.28,56.7
2026-02-27 13:28:40.048488,72.23,85.17
2026-02-27 13:28:42.049556,22.11,59.26
2026-02-27 13:28:44.050722,89.96,37.89
2026-02-27 13:28:46.051723,71.05,90.31
2026-02-27 13:28:48.052583,38.86,58.42
2026-02-27 13:28:50.053899,62.49,75.77
2026-02-27 13:28:52.059059,86.81,90.53
2026-02-27 13:28:54.063488,86.94,56.44
2026-02-27 13:28:56.064668,88.27,85.56
2026-02-27 13:28:58.065801,81.18,94.73
2026-02-27 13:29:00.067052,60.53,76.72
2026-02-27 13:29:02.068246,53.84,92.79
2026-02-27 13:29:04.069164,33.7,66.25
2026-02-27 13:29:06.069917,51.93,77.59
2026-02-27 13:29:08.073020,55.93,35.49
2026-02-27 13:29:10.073890,88.22,89.29
2026-02-27 13:29:12.075350,73.2,43.66
2026-02-27 13:29:14.076274,87.87,71.84
2026-02-27 13:29:16.077614,65.62,66.21
2026-02-27 13:29:18.078708,28.66,80.07
2026-02-27 13:29:20.079937,21.48,40.49
2026-02-27 13:29:22.080904,59.58,57.65
2026-02-27 13:29:24.081927,48.32,93.98
2026-02-27 13:29:26.083087,59.43,35.41
2026-02-27 13:29:28.084226,82.14,64.58
2026-02-27 13:29:30.085405,34.29,34.65
2026-02-27 13:29:32.086611,84.46,42.46
2026-02-27 13:29:34.087725,86.98,40.68
2026-02-27 13:29:36.089019,41.86,40.18
2026-02-27 13:29:38.090694,64.98,78.54
2026-02-27 13:29:40.092119,86.22,49.52
2026-02-27 13:29:42.093229,25.2,32.97
2026-02-27 13:29:44.097126,50.99,81.44
2026-02-27 13:29:46.102243,49.09,93.57
2026-02-27 13:29:48.103391,26.79,59.98
2026-02-27 13:29:50.104014,80.94,62.27
2026-02-27 13:29:52.105020,89.65,56.71
2026-02-27 13:29:54.106043,52.98,56.79
2026-02-27 13:29:56.107140,27.76,66.45
2026-02-27 13:29:58.108163,74.37,92.48
2026-02-27 13:30:00.109118,61.1,46.76
2026-02-27 13:30:02.110354,65.85,90.82
2026-02-27 13:30:04.112066,63.48,37.32
2026-02-27 13:30:06.113063,52.45,52.98
2026-02-27 13:30:08.114182,71.04,80.02
2026-02-27 13:30:10.115723,20.25,72.15
2026-02-27 13:30:12.116642,55.66,81.2
2026-02-27 13:30:14.117573,67.43,75.96
2026-02-27 13:30:16.118764,81.78,82.18
2026-02-27 13:30:18.120980,58.89,82.74
2026-02-27 13:30:20.121954,75.76,85.15
2026-02-27 13:30:22.123187,56.38,59.94
2026-02-27 13:30:24.124072,86.02,32.45
2026-02-27 13:30:26.126112,43.53,60.83
2026-02-27 13:30:28.127243,34.26,35.55
2026-02-27 13:30:30.128414,52.03,36.95
2026-02-27 13:30:32.129433,78.13,54.73
2026-02-27 13:30:34.130691,42.52,50.86
2026-02-27 13:30:36.131594,49.99,38.29
2026-02-27 13:30:38.133236,85.84,42.01
2026-02-27 13:30:40.134977,75.0,46.15
2026-02-27 13:30:42.136097,79.75,60.43
2026-02-27 13:30:44.137097,30.11,81.47
2026-02-27 13:30:46.139137,76.82,88.1
2026-02-27 13:30:48.140273,79.89,46.63
2026-02-27 13:30:50.141429,36.37,43.06
2026-02-27 13:30:52.142624,57.49,78.73
2026-02-27 13:30:54.143895,44.27,74.31
2026-02-27 13:30:56.145229,42.3,36.2
2026-02-27 13:30:58.146259,64.53,89.9
2026-02-27 13:31:00.147337,24.44,70.28
2026-02-27 13:31:02.148627,77.53,84.87
2026-02-27 13:31:04.150019,57.33,69.01
2026-02-27 13:31:06.151913,54.75,67.98
2026-02-27 13:31:08.153112,65.52,71.44
2026-02-27 13:31:10.153936,81.47,59.47
2026-02-27 13:31:12.155174,88.75,69.16
2026-02-27 13:31:14.156515,89.59,69.56
2026-02-27 13:31:16.158292,69.18,91.78
2026-02-27 13:31:18.160162,62.18,66.42
2026-02-27 13:31:20.161105,40.05,82.05
2026-02-27 13:31:22.162114,29.74,48.43
2026-02-27 13:31:24.163522,43.15,32.75
2026-02-27 13:31:26.166500,28.82,40.83
2026-02-27 13:31:28.168413,72.19,82.61
2026-02-27 13:31:30.169350,82.05,65.71
2026-02-27 13:31:32.171424,24.12,39.41
2026-02-27 13:31:34.173130,46.23,31.59
2026-02-27 13:31:36.174300,82.21,39.73
2026-02-27 13:31:38.175321,64.25,91.74
2026-02-27 13:31:40.176653,77.02,44.06
2026-02-27 13:31:42.177461,38.19,88.8
2026-02-27 13:31:44.178633,30.66,77.42
2026-02-27 13:31:46.179817,20.41,63.77
2026-02-27 13:31:48.181374,64.92,31.94
2026-02-27 13:31:50.182498,64.8,45.39
2026-02-27 13:31:52.184313,53.85,69.06
2026-02-27 13:31:54.185677,31.91,55.74
2026-02-27 13:31:56.186831,88.58,93.37
2026-02-27 13:31:58.187871,38.23,65.49
2026-02-27 13:32:00.188793,80.31,71.31
2026-02-27 13:32:02.190005,47.02,33.85
2026-02-27 13:32:04.193838,57.09,53.52
2026-02-27 13:32:06.196656,55.48,45.34
2026-02-27 13:32:08.197762,29.26,89.94
2026-02-27 13:32:10.198686,35.59,84.67
2026-02-27 13:32:12.200306,47.22,45.34
2026-02-27 13:32:14.201616,70.48,74.93
2026-02-27 13:32:16.202802,44.2,40.94
2026-02-27 13:32:18.204061,53.16,74.17
2026-02-27 13:32:20.204948,86.43,48.31
2026-02-27 13:32:22.206049,33.83,83.22
2026-02-27 13:32:24.206912,79.69,66.88
2026-02-27 13:32:26.207964,45.43,66.66
2026-02-27 13:32:28.209561,76.24,37.07
2026-02-27 13:32:30.212239,53.24,45.81
2026-02-27 13:32:32.213122,56.2,47.64
2026-02-27 13:32:34.214062,76.57,42.3
2026-02-27 13:32:36.215843,22.17,86.57
2026-02-27 13:32:38.216668,68.28,66.62
2026-02-27 13:32:40.218357,22.04,83.73
2026-02-27 13:32:42.220965,84.85,91.01
2026-02-27 13:32:44.221653,20.87,61.02
2026-02-27 13:32:46.223023,64.87,39.25
2026-02-27 13:32:48.224637,50.5,86.97
2026-02-27 13:32:50.226483,64.55,46.5
2026-02-27 13:32:52.227779,55.82,54.53
2026-02-27 13:32:54.229902,79.66,42.92
2026-02-27 13:32:56.231569,78.36,71.36
2026-02-27 13:32:58.232343,82.11,45.99
2026-02-27 13:33:00.233942,33.38,39.15
2026-02-27 13:33:02.235003,79.48,39.89
2026-02-27 13:33:04.236207,41.1,73.89
2026-02-27 13:33:06.237857,35.83,86.01
2026-02-27 13:33:08.239417,54.83,88.66
2026-02-27 13:33:10.240569,54.85,36.31
2026-02-27 13:33:12.241707,41.98,44.56
2026-02-27 13:33:14.242542,66.43,57.1
2026-02-27 13:33:16.244045,22.46,61.46
2026-02-27 13:33:18.244932,34.56,37.36
2026-02-27 13:33:20.245832,25.39,74.67
2026-02-27 13:33:22.246872,38.34,49.75
2026-02-27 13:33:24.247815,70.79,86.02
2026-02-27 13:33:26.249039,48.48,54.84
2026-02-27 13:33:28.250235,82.89,82.71
2026-02-27 13:33:30.251277,26.79,81.46
2026-02-27 13:33:32.252463,44.04,57.96
2026-02-27 13:33:34.253467,50.5,85.85
2026-02-27 13:33:36.254428,54.79,81.89
2026-02-27 13:33:38.255374,84.35,60.01
2026-02-27 13:33:40.256409,38.85,55.46
2026-02-27 13:33:42.257838,41.94,52.72
2026-02-27 13:33:44.259364,49.14,53.22
2026-02-27 13:33:46.260496,86.8,87.19
2026-02-27 13:33:48.261432,39.92,92.64
2026-02-27 13:33:50.262608,63.34,56.48
2026-02-27 13:33:52.263907,58.63,74.91
2026-02-27 13:33:54.265110,61.91,77.03
2026-02-27 13:33:56.266294,54.12,31.99
2026-02-27 13:33:58.267470,84.34,93.61
2026-02-27 13:34:00.268338,56.37,37.07
2026-02-27 13:34:02.269273,84.12,90.56
2026-02-27 13:34:04.270399,28.09,74.96
